Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
58,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Twinsburg/Cleveland Area,Ohio Area,Akron,Economy,Economy,Franchise,Existing,Open,,,,,8848 Twin Hills Pky,Twinsburg,OH,44087-1756,1987,2011,07/01/1987,Monthly,,,,Suburban,Hotel,No,No,Interior,2,65,1.120689655,,,,,No,,Economy,41.312297,-81.449247
28,,,,Riverfront Motel,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,4312 Tytus Ave,Middletown,OH,45042-2763,2001,,,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,33,1.178571429,04/23/2025,39165C0015G,39017C,0015G,No,100-year and 500-year Floodplain,Economy,39.542692,-84.351841
70,Rodeway Inn,0,"Choice Hotels International, Inc.",Rodeway Inn Circleville,Columbus,Columbus Rural Areas,Economy,Economy,Franchise,Existing,Open,,,,,23897 U.S. Route 23 South,Circleville,OH,43113,1987,,05/01/1987,Monthly,1,250,250,Small Metro/Town,Hotel,No,No,Exterior,1,83,1.185714286,07/22/2010,39129C0325J,39129C,0325J,No,100-year and 500-year Floodplain,Economy,39.600618,-82.946013
46,,,,Regency Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,151 Upper River Rd,Gallipolis,OH,45631,1966,,06/01/1983,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,50,1.086956522,12/03/2013,54053C0135C,39053C,0135C,Yes,100-year Floodplain,Economy,38.809803,-82.202369
85,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Gallipolis Pt Pleasant Area,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,321 Upper River Rd,Gallipolis,OH,45631,1992,2016,09/01/1992,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,3,72,0.847058824,12/03/2013,54053C0135C,39053C,0135C,No,100-year and 500-year Floodplain,Economy,38.809803,-82.202369
44,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Wooster,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,US 30 Madison Ave Exit,Wooster,OH,44691,1973,2004,06/01/1973,Monthly,,,,Small Metro/Town,Hotel,No,No,Exterior,2,71,1.613636364,08/18/2009,39169C0216E,39169C,0216E,Yes,100-year Floodplain,Economy,40.798098,-81.939773
51,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Portsmouth,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,4266 US Highway 23,Portsmouth,OH,45662,1994,,07/01/1994,Monthly,1,250,250,Small Metro/Town,Hotel,No,No,Interior,3,100,1.960784314,04/18/2011,39145C0265E,39145C,0265E,No,100-year and 500-year Floodplain,Economy,38.734537,-82.996274
28,,,,Relax Inn,Columbus,Columbus Rural Areas,Economy,Independent,Independent,Existing,Open,,,,,25130 US Highway 23 S,Circleville,OH,43113,1964,,02/01/1964,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,35,1.25,07/22/2010,39129C0325J,39129C,0325J,No,100-year and 500-year Floodplain,Economy,39.600618,-82.946013
55,,,,Motel Boutique by Wolf Inn,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,12211 US Highway 250 N,Milan,OH,44846-9544,1940,2022,,,,,,Interstate,Hotel,No,No,Exterior,2,127,2.309090909,11/19/2014,39043C0230E,39043C,0230E,No,100-year and 500-year Floodplain,Economy,41.297552,-82.605455
61,,,,Beverly Hills Inn,"Cincinnati, OH",Cincinnati South/Airport,Economy,Independent,Independent,Existing,Open,,,,,1830 US Highway 52,Aberdeen,OH,45101-2503,1950,,06/01/1950,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,47,0.770491803,04/16/2013,21161C0092E,39015C,0092E,No,500-year Floodplain,Economy,38.679624,-83.773354
63,Motel 6,0,G6 Hospitality LLC,"Motel 6 Milan, OH - Sandusky",Ohio Area,Sandusky/Port Clinton,Economy,Economy,Franchise,Existing,Open,,,,,11406 US Hwy 250,Milan,OH,44846,1998,2012,04/27/1998,Monthly,,,,Interstate,Hotel,No,No,Interior,3,66,1.047619048,11/19/2014,39043C0230E,39043C,0230E,No,100-year and 500-year Floodplain,Economy,41.297552,-82.605455
30,,,,New Budget Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,6161 US Route 127 N,Eaton,OH,45320,1967,,06/01/1967,,,,,Interstate,Hotel,No,No,Exterior,1,89,2.966666667,05/08/2024,39135C0135E,39135C,0135E,No,100-year and 500-year Floodplain,Economy,39.74394,-84.636489
26,,,,Colonial Inn Motel,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Open,,,,,7815 Us-224,Canfield,OH,44406,1947,,01/01/1947,,,,,Suburban,Hotel,No,No,Exterior,2,40,1.538461538,,,,,No,,Economy,41.024633,-80.797132
55,,,,Parkway Inn,"Cincinnati, OH",Cincinnati Northwest,Economy,Independent,Independent,Existing,Open,,,,,2425 N Verity Pky,Middletown,OH,45042-2401,1960,,02/01/1974,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,55,1,10/19/2018,39017C0094F,39017C,0094F,No,100-year and 500-year Floodplain,Economy,39.527458,-84.381976
40,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Washington Court House,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,1810 Victoria St,Washington Court House,OH,43160,1999,2023,06/01/1999,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,44,1.1,,,,,No,,Economy,39.551629,-83.423294
28,,,,Walton Inn,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,117 E Walton St,Willard,OH,44890,1965,,09/01/1965,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,30,1.071428571,01/19/2011,39077C0311D,39077C,0311D,No,100-year and 500-year Floodplain,Economy,41.042738,-82.723993
46,,,,Guest Keeper Inn,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,875 N Washington St,Van Wert,OH,45891,1972,,06/01/1972,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,50,1.086956522,,,,,No,,Economy,40.882272,-84.58324
101,,,,"King's Inn & Suites, Cincinnati-Mason","Cincinnati, OH",Cincinnati Northeast,Economy,Independent,Independent,Existing,Open,,,,,9365 Waterstone Blvd,Cincinnati,OH,45249,1999,2013,03/01/1999,,1,299,299,Suburban,Hotel,No,No,Interior,4,120,1.188118812,04/23/2025,39165C0220F,39165C,0220F,No,100-year and 500-year Floodplain,Economy,39.101454,-84.51246
58,Travelodge,0,Wyndham Hotels & Resorts,Travelodge by Wyndham New Philadelphia,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Permanently Closed,,,,,1256 West High St,New Philadelphia,OH,44663,1967,2003,06/01/1973,,,,,Interstate,Hotel,No,No,Exterior,1,77,1.327586207,07/22/2010,39157C0255D,39157C,0255D,Yes,100-year Floodplain,Economy,40.489787,-81.445671
47,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Coshocton Roscoe Village,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,70 S Whitewoman St,Coshocton,OH,43812,1993,2005,10/14/1993,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,59,1.255319149,03/02/2010,39031C0195C,39031C,0195C,Yes,100-year Floodplain,Economy,40.273719,-81.877926
50,,,,Country Squire Inn & Suites,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,275 S Whitewoman St,Coshocton,OH,43812,1978,,06/01/1978,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,61,1.22,03/02/2010,39031C0195C,39031C,0195C,No,100-year and 500-year Floodplain,Economy,40.27203,-81.87854
58,Motel 6,0,G6 Hospitality LLC,Motel 6 Franklin,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,2000 William C Good Blvd,Franklin,OH,45005,1990,,06/01/1990,Monthly,,,,Interstate,Hotel,No,No,Interior,2,64,1.103448276,04/23/2025,39165C0016G,39165C,0016G,Yes,100-year Floodplain,Economy,39.540586,-84.287545
119,WoodSpring Suites,Extended Stay,"Choice Hotels International, Inc.",WoodSpring Suites Columbus West - Hilliard,Columbus,Dublin/I-270 West,Economy,Economy,Franchise,Existing,Open,,,,,2305 Wilson Rd,Columbus,OH,43228,2007,2022,04/01/2008,Monthly,,,,Suburban,Hotel,No,Yes,Interior,4,114,0.957983193,06/17/2008,39049C0163K,39049C,0163K,No,100-year and 500-year Floodplain,Economy,40.001167,-83.115578
40,Econo Lodge,0,"Choice Hotels International, Inc.",Econo Lodge Columbus,Columbus,Columbus CBD,Economy,Economy,Franchise,Existing,Open,,,,,920 N Wilson Rd,Columbus,OH,43204,1989,,11/01/1989,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,40,1,06/17/2008,39049C0301K,39049C,0301K,No,100-year and 500-year Floodplain,Economy,39.972577,-83.098663
46,Econo Lodge,0,"Choice Hotels International, Inc.",Econo Lodge Worthington,Columbus,Columbus North,Economy,Economy,Franchise,Existing,Open,,,,,50 E Wilson Bridge Rd,Columbus,OH,43085-2302,1970,,06/01/1970,Monthly,,,,Suburban,Hotel,No,No,Interior,2,56,1.217391304,06/17/2008,39049C0157K,39049C,0157K,No,100-year and 500-year Floodplain,Economy,40.107546,-83.039791
59,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Batavia Ohio,"Cincinnati, OH",Cincinnati Northeast,Economy,Economy,Franchise,Existing,Open,,,,,2188 Winemiller Ln,Batavia,OH,45103,2004,,07/01/2004,Monthly,1,600,600,Suburban,Hotel,No,No,Interior,3,63,1.06779661,03/16/2006,39025C0235G,39025C,0235G,No,100-year and 500-year Floodplain,Economy,39.083698,-84.15443
94,Days Inn,0,Wyndham Hotels & Resorts,Days Inn Bowling Green,Ohio Area,Toledo,Economy,Economy,Franchise,Existing,Permanently Closed,,,,,1740 E Wooster St,Bowling Green,OH,43402,1980,2010,06/01/1985,,,,,Interstate,Hotel,No,No,Exterior,2,63,0.670212766,09/02/2011,39173C0280D,39173C,0280D,No,100-year and 500-year Floodplain,Economy,41.372722,-83.618127
52,,,,Economy Inn,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Open,,,,,4258 Youngstown Rd,Warren,OH,44484,1965,,02/01/1988,,,,,Suburban,Hotel,No,No,Interior,2,75,1.442307692,06/18/2010,39155C0384D,39155C,0384D,No,100-year and 500-year Floodplain,Economy,41.213952,-80.767952
74,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Niles,Ohio Area,Youngstown/Warren,Economy,Economy,Franchise,Existing,Open,,,,,1300 Youngstown Warren Rd,Niles,OH,44446,1962,2008,06/01/1962,Monthly,,,,Suburban,Hotel,No,No,Interior,2,58,0.783783784,06/18/2010,39155C0403D,39155C,0403D,No,100-year and 500-year Floodplain,Economy,41.202115,-80.735831
90,,,,Columbus Inn & Suites,Columbus,Columbus North,Economy,Independent,Independent,Existing,Permanently Closed,,,,,6121 Zumstein Dr,Columbus,OH,43229,1977,,03/01/1995,,,200,200,Suburban,Hotel,No,No,Interior,2,52,0.577777778,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.088672,-82.988845
40,,,,Double Ten Hotel,Columbus,Columbus North,Economy,Independent,Independent,Existing,Open,,,,,6125 Zumstein Dr,Columbus,OH,43229,1979,1996,06/01/1990,,,,,Suburban,Hotel,No,No,Interior,2,56,1.4,06/17/2008,39049C0178K,39049C,0178K,No,100-year and 500-year Floodplain,Economy,40.088764,-82.988765
56,,,,William Ann Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,918 2nd Ave,Gallipolis,OH,45631,1960,,06/01/1960,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,,,12/03/2013,54053C0130C,39053C,0130C,No,100-year and 500-year Floodplain,Economy,38.814938,-82.194648
54,,,,Travel Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,58 N 6th St,Zanesville,OH,43701,1965,,06/01/1965,,1,500,500,Interstate,Hotel,No,No,Exterior,3,,,07/06/2010,39119C0285G,39119C,0285G,No,100-year and 500-year Floodplain,Economy,39.941529,-82.004597
67,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Lisbon,Ohio Area,Youngstown/Warren,Economy,Economy,Franchise,Existing,Open,,,,,40952 State Route 154,Lisbon,OH,44432,1998,2005,10/01/1998,Monthly,3,1856,1000,Small Metro/Town,Hotel,No,No,Interior,2,196,2.925373134,05/02/2012,39029C0215E,39029C,0215E,No,100-year and 500-year Floodplain,Economy,40.766163,-80.729579
62,Red Roof Inn,,"Red Roof Franchising, LLC","Red Roof Inn Jackson, OH",Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,1000 Acy Ave,Jackson,OH,45640,2003,,05/01/2003,Monthly,1,500,500,Small Metro/Town,Hotel,No,No,Interior,2,70,1.129032258,12/18/2009,39079C0161K,39079C,0161K,No,100-year and 500-year Floodplain,Economy,39.037046,-82.604746
56,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn & Suites Wapakoneta,Ohio Area,Lima/Findlay,Economy,Economy,Franchise,Existing,Open,,,,,1659 Bellefontaine St,Wapakoneta,OH,45895-9734,1963,1997,06/01/1963,Monthly,,,,Interstate,Hotel,No,No,Interior,2,50,0.892857143,12/11/2025,39011C0195D,39011C,0195D,No,100-year and 500-year Floodplain,Economy,40.558621,-84.167816
76,Days Inn,0,Wyndham Hotels & Resorts,Days Inn & Suites by Wyndham Belmont,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,66774 Belmont Morristown Rd,Belmont,OH,43718,1900,,03/20/2014,Monthly,1,200,200,Interstate,Hotel,No,No,Interior,3,80,1.052631579,04/05/2006,39013C0175E,39013C,0175E,No,100-year and 500-year Floodplain,Economy,40.063081,-81.055674
38,,,,Executive Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,24 N Bridge St,Chillicothe,OH,45601,1957,,06/01/1987,,,,,Small Metro/Town,Hotel,No,No,Interior,2,,,12/07/2023,39141C0355E,39141C,0355E,No,100-year and 500-year Floodplain,Economy,39.335045,-82.975207
77,,,,Cadiz Inn,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,82468 Cadiz Jewett Rd,Cadiz,OH,43907,2015,,08/01/2015,,,200,200,Small Metro/Town,Hotel,No,No,Interior,4,88,1.142857143,05/04/2009,39067C0211D,39067C,0211D,No,100-year and 500-year Floodplain,Economy,40.285271,-81.000186
60,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Athens,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,330 Columbus Rd,Athens,OH,45701,1987,,01/01/1988,Monthly,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,09/26/2024,39009C0230D,39009C,0230D,Yes,100-year Floodplain,Economy,39.359294,-82.10797
68,,,,Berlin Resort,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,5330 County Route 201,Millersburg,OH,44654,1987,,06/01/1987,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,,,12/02/2008,39075C0215D,39075C,0215D,Yes,100-year Floodplain,Economy,40.554507,-81.91792
50,,,,Executive Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,4925 East Pike,Zanesville,OH,43701,1979,,06/01/1979,,,,,Interstate,Hotel,No,No,Interior,2,65,1.3,07/06/2010,39119C0310G,39119C,0310G,No,100-year and 500-year Floodplain,Economy,39.965643,-81.900435
53,,,,Baker's Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,8855 East Pike,Norwich,OH,43767,1947,,06/01/1947,,,,,Interstate,Hotel,No,No,Exterior,1,,,07/06/2010,39119C0350G,39119C,0350G,No,100-year and 500-year Floodplain,Economy,39.977027,-81.823214
38,,,,Noble Motel,"Cleveland, OH",Willoughby/Beachwood,Economy,Independent,Independent,Existing,Open,,,,,15740 Euclid Ave,Cleveland,OH,44112,1951,,12/01/1951,,,,,Suburban,Hotel,No,No,Exterior,2,,,12/03/2010,39035C0087E,39035C,0087E,No,100-year and 500-year Floodplain,Economy,41.54047,-81.57067
52,,,,Wilmington Inn,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,909 Fife Ave,Wilmington,OH,45177,1991,,03/01/1992,,1,800,800,Small Metro/Town,Hotel,No,No,Exterior,2,,,11/19/2021,39027C0129E,39027C,0129E,No,100-year and 500-year Floodplain,Economy,39.44551,-83.812962
28,,,,Camelot Inn,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Independent,Independent,Existing,Open,,,,,550 Griswold Rd,Elyria,OH,44035,1950,,06/01/1990,,,,,Suburban,Hotel,No,No,Exterior,2,,,08/19/2008,39093C0138D,39093C,0138D,No,100-year and 500-year Floodplain,Economy,41.400037,-82.115055
27,,,,Peninsula Motel,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,6930 E Harbor Rd,Lakeside Marblehead,OH,43440-9404,1966,,12/01/1966,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,12/01/2022,39123C0170D,39123C,0170D,No,100-year and 500-year Floodplain,Economy,41.539705,-82.740584
42,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Hillsboro,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,103 Harry Sauner Rd,Hillsboro,OH,45133,1997,,03/01/1997,Monthly,1,400,400,Small Metro/Town,Hotel,No,No,Interior,2,,,03/03/2011,39071C0255E,39071C,0255E,No,100-year and 500-year Floodplain,Economy,39.22784,-83.612507
50,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Defiance,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,1053 Hotel Dr,Defiance,OH,43512-6608,1996,,08/01/1996,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,52,1.04,03/09/2021,39039C0265F,39039C,0265F,No,100-year and 500-year Floodplain,Economy,41.309959,-84.363334
42,,,,Ranchland Village Motor Inn,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,1983 Jefferson Ave,Defiance,OH,43512,1970,,05/01/1970,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,51,1.214285714,03/09/2021,39039C0265F,39039C,0265F,No,100-year and 500-year Floodplain,Economy,41.258978,-84.360983
50,,,,Heritage Inn Mansfield,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,1017 Koogle Rd,Mansfield,OH,44903,1973,,03/01/1973,,,,,Suburban,Hotel,No,No,Interior,2,,,04/04/2011,39139C0175E,39139C,0175E,No,100-year and 500-year Floodplain,Economy,40.782532,-82.408421
50,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Columbus Hebron,Columbus,Columbus Rural Areas,Economy,Economy,Franchise,Existing,Open,,,,,10668 Lancaster Rd,Hebron,OH,43025,1982,,04/01/2001,Monthly,,,,Suburban,Hotel,No,No,Interior,2,60,1.2,01/06/2012,39045C0075G,39089C,0075G,Yes,100-year Floodplain,Economy,39.961731,-82.491268
31,,,,Meigs Motel,Ohio Area,Ohio South Area,Economy,Independent,Independent,Existing,Open,,,,,34100 Laurel Woods Rd,Pomeroy,OH,45769,1991,,06/01/1991,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,05/19/2014,39105C0217D,39105C,0217D,No,100-year and 500-year Floodplain,Economy,39.028051,-82.034222
45,Studio 6,Extended Stay,G6 Hospitality LLC,"Studio 6 Suites-Springfield, OH","Dayton/Springfield, OH",Springfield and Surrounding,Economy,Economy,Franchise,Existing,Open,,,,,11 W Leffel Ln,Springfield,OH,45506,1969,2023,11/16/2023,Monthly,,,,Interstate,Hotel,No,Yes,Interior,2,89,1.977777778,02/17/2010,39023C0189E,39023C,0189E,No,100-year and 500-year Floodplain,Economy,39.923405,-83.810138
81,Microtel Inn & Suites by Wyndham,0,Wyndham Hotels & Resorts,Microtel Inn & Suites by Wyndham Cadiz,Ohio Area,Ohio North Area,Economy,Economy,Franchise,Existing,Open,,,,,620 Lincoln Ave,Cadiz,OH,43907-9498,2015,,06/18/2015,Monthly,1,400,400,Small Metro/Town,Hotel,No,No,Interior,3,,,05/04/2009,39067C0194D,39067C,0194D,No,100-year and 500-year Floodplain,Economy,40.279112,-81.000505
25,,,,Journey Inn,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Independent,Independent,Existing,Open,,,,,888 Lorain Blvd,Elyria,OH,44035,1978,,06/01/1978,,,,,Suburban,Hotel,No,No,Exterior,2,,,08/19/2008,39093C0138D,39093C,0138D,No,100-year and 500-year Floodplain,Economy,41.384474,-82.117028
38,,,,Motel 9,"Cleveland, OH",Cleveland Surrounding Areas,Economy,Independent,Independent,Existing,Open,,,,,1724 Lorain Blvd,Elyria,OH,44035,1960,,06/01/1994,,,,,Suburban,Hotel,No,No,Exterior,2,,,08/19/2008,39093C0138D,39093C,0138D,No,100-year and 500-year Floodplain,Economy,41.388436,-82.117043
38,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Wapakoneta,Ohio Area,Lima/Findlay,Economy,Economy,Franchise,Existing,Open,,,,,1011 Lunar Dr,Wapakoneta,OH,45895,1992,2005,08/01/1992,Monthly,,,,Interstate,Hotel,No,No,Interior,2,57,1.5,12/11/2025,39011C0195D,39011C,0195D,No,100-year and 500-year Floodplain,Economy,40.560098,-84.17272
25,,,,May Motel,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Open,,,,,9220 Mahoning Ave,North Jackson,OH,44451,1950,,06/01/1950,,,,,Suburban,Hotel,No,No,Exterior,1,31,1.24,,,,,No,,Economy,41.099744,-80.865817
25,,,,Downtown Motel,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,723 Main St,Coshocton,OH,43812-1616,1963,,06/01/1963,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,40,1.6,03/02/2010,39031C0215C,39031C,0215C,No,100-year and 500-year Floodplain,Economy,40.273426,-81.859145
48,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Jackson,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,972 E Main St,Jackson,OH,45640,1992,,05/01/1992,Monthly,,,,Small Metro/Town,Hotel,No,No,Interior,2,,,12/18/2009,39079C0142K,39079C,0142K,No,100-year and 500-year Floodplain,Economy,39.037037,-82.625632
49,Studio 6,Extended Stay,G6 Hospitality LLC,Studio 6 Suites Dayton - Englewood,"Dayton/Springfield, OH",Dayton North/Fairborn,Economy,Economy,Franchise,Existing,Open,,,,,9325 N Main St,Dayton,OH,45415,1985,,07/06/2023,Monthly,,,,Suburban,Hotel,No,No,Exterior,2,114,2.326530612,01/06/2005,39113C0131E,39113C,0131E,No,100-year and 500-year Floodplain,Economy,39.826453,-84.244899
38,,,,King's Motel,Ohio Area,Youngstown/Warren,Economy,Independent,Independent,Existing,Open,,,,,6965 McCartney Rd,Lowellville,OH,44436,1957,,,,,,,Suburban,Hotel,No,No,Exterior,1,,,,,,,No,,Economy,41.035942,-80.536226
53,Motel 6,0,G6 Hospitality LLC,Motel 6 Sidney,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,2009 Michigan St,Sidney,OH,45365,1982,,06/01/1982,Monthly,1,360,360,Interstate,Hotel,No,No,Interior,2,171,3.226415094,04/02/2015,39149C0166D,39149C,0166D,No,100-year and 500-year Floodplain,Economy,40.287023,-84.185087
62,Super 8,0,Wyndham Hotels & Resorts,Super 8 by Wyndham Zanesville,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,2440 National Rd,Zanesville,OH,43701-9286,1987,,07/01/1987,Monthly,,,,Interstate,Hotel,No,No,Interior,3,56,0.903225806,07/06/2010,39119C0285G,39119C,0285G,No,100-year and 500-year Floodplain,Economy,39.949628,-82.046889
62,Suburban Studios,Extended Stay,"Choice Hotels International, Inc.",St Clair Inn and Suites,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,51659 National Rd,Saint Clairsville,OH,43950,1998,2025,07/01/2000,Monthly,,,,Interstate,Hotel,No,No,Interior,3,60,0.967741935,04/05/2006,39013C0203E,39013C,0203E,No,100-year and 500-year Floodplain,Economy,40.07252,-80.855479
33,,,,Imperial Inn Motel,Ohio Area,Lima/Findlay,Economy,Independent,Independent,Existing,Open,,,,,131 E North St,Lima,OH,45801-4436,1980,,06/01/1980,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,68,2.060606061,12/11/2025,39011C0100D,39003C,0100D,No,100-year and 500-year Floodplain,Economy,40.742803,-84.103803
54,Red Roof Inn,,"Red Roof Franchising, LLC",Red Roof Inn Portsmouth - Wheelersburg,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,8340 Ohio River Rd,Wheelersburg,OH,45694,1979,2017,11/01/1979,Monthly,0,0,0,Small Metro/Town,Hotel,No,No,Exterior,2,69,1.277777778,04/02/2015,39087C0100E,39145C,0100E,No,500-year Floodplain,Economy,38.732622,-82.859562
41,,,,Arlington Inn,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,121 E Perry St,Port Clinton,OH,43452-1105,1954,,06/01/1956,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,34,0.829268293,12/01/2022,39123C0139D,39123C,0139D,Yes,100-year Floodplain,Economy,41.513892,-82.940134
61,,,,Clinton Inn & Suites,Ohio Area,Sandusky/Port Clinton,Economy,Independent,Independent,Existing,Open,,,,,1735 E Perry St,Port Clinton,OH,43452,1989,,06/01/1989,,,,,Small Metro/Town,Hotel,No,No,Exterior,2,63,1.032786885,12/01/2022,39123C0143D,39123C,0143D,Yes,100-year Floodplain,Economy,41.514616,-82.91686
200,,,,Billeting Lodging,"Dayton/Springfield, OH",Dayton North/Fairborn,Economy,Independent,Independent,Existing,Open,,,,,2439 Schlatter Dr,Dayton,OH,45433-5519,1985,,01/01/1985,,,,,Suburban,Hotel,No,No,Interior,3,140,0.7,,,,,No,,Economy,39.758948,-84.191607
101,Days Inn,0,Wyndham Hotels & Resorts,Days Inn by Wyndham Cambridge,Ohio Area,Ohio South Area,Economy,Economy,Franchise,Existing,Open,,,,,2328 Southgate Pky,Cambridge,OH,43725,1974,,08/01/1982,Monthly,1,500,500,Interstate,Hotel,No,No,Interior,4,,,08/16/2011,39059C0164D,39059C,0164D,No,100-year and 500-year Floodplain,Economy,40.002183,-81.577729
32,,,,Double A Motel,Ohio Area,Ohio North Area,Economy,Independent,Independent,Existing,Open,,,,,921 E State St,Fremont,OH,43420-4353,1963,,06/01/1963,,,,,Small Metro/Town,Hotel,No,No,Exterior,1,,,06/06/2018,39143C0280D,39143C,0280D,No,100-year and 500-year Floodplain,Economy,41.343735,-83.100069
