Rooms,Brand,Extended Stay,Parent Company,Property Name,Market Name,Submarket Name,Hotel Class,Scale,Operation Type,Constr Status,Operational Status,Expansion Rooms,Expansion Status Month,Expansion Status Year,Expansion Status,Property Address,City,State,Zip,Year Built,Year Renovated,Hotel Open Date,Data Participation,Mtg Rooms,Total Mtg Space,Max Contig Mtg Space,Hotel Location Type,Secondary Type,All-Inclusive,All-Suites,Primary Corridors,Number Of Stories,Number Of Parking Spaces,Parking Spaces/Room,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Segment,Lat,Long
71,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Bryan-Montpelier,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,13399 State Route 15,Holiday City,OH,43543-9124,2004,,10/01/2004,Monthly,1,625,625,Interstate,Hotel,No,No,Interior,3,83,1.169014085,,,,,No,,Upper Midscale,41.616878,-84.544875
98,,,,Sauder Heritage Inn,Ohio Area,Toledo,Upper Midscale,Independent,Independent,Existing,Open,,,,,22611 State Route 2,Archbold,OH,43502-9452,1994,,06/01/1994,Monthly,3,2500,2500,Small Metro/Town,Hotel,No,No,Interior,3,,,04/04/2011,39051C0170D,39051C,0170D,No,100-year and 500-year Floodplain,Upper Midscale,41.521133,-84.306547
54,Cobblestone,0,"Cobblestone Hotels, LLC",Cobblestone Hotel & Suites Urbana,Ohio Area,Ohio South Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,170 State Route 55,Urbana,OH,43078,2020,,06/01/2020,,2,900,460,Small Metro/Town,Hotel,No,No,Interior,3,54,1,02/17/2010,39023C0075E,39021C,0075E,No,100-year and 500-year Floodplain,Upper Midscale,40.108391,-83.75243
167,,,,World Equestrian Center,Ohio Area,Ohio South Area,Upper Midscale,Independent,Independent,Existing,Open,,,,,4095 State Route 730,Wilmington,OH,45177-8473,2015,2019,,,,,,Small Metro/Town,Hotel,No,Yes,Exterior,2,244,1.461077844,05/03/2010,39027C0125D,39027C,0125D,No,100-year and 500-year Floodplain,Upper Midscale,39.410431,-83.89312
7,,,,Hillside Inn,Ohio Area,Ohio North Area,Upper Midscale,Independent,Independent,Existing,Open,,,,,5676 Township Road 362,Millersburg,OH,44654-9031,2002,,,,,,,Small Metro/Town,Hotel,No,No,Interior,3,15,2.142857143,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Upper Midscale,40.554507,-81.91792
117,Comfort Suites,0,"Choice Hotels International, Inc.",Comfort Suites Hotel & Conference Center Berlin,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4810 Township Road 366,Millersburg,OH,44654-9047,2002,,10/01/2002,Monthly,1,250,250,Small Metro/Town,Hotel,No,Yes,Interior,3,,,12/02/2008,39075C0225D,39075C,0225D,No,100-year and 500-year Floodplain,Upper Midscale,40.554507,-81.91792
50,Country Inn & Suites by Choice,0,"Choice Hotels International, Inc.","Country Inn & Suites by Radisson, Sandusky South, OH",Ohio Area,Sandusky/Port Clinton,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,11600 US Highway 250,Milan,OH,44846-9558,1994,2006,08/01/1994,Monthly,,,,Interstate,Hotel,No,No,Interior,2,64,1.28,11/19/2014,39043C0230E,39043C,0230E,Yes,100-year Floodplain,Upper Midscale,41.297552,-82.605455
67,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Van Wert,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,140 Valam Dr,Van Wert,OH,45891,2009,2023,06/19/2009,Monthly,0,0,0,Small Metro/Town,Hotel,No,No,Interior,3,,,,,,,No,,Upper Midscale,40.88213,-84.580895
103,Hampton by Hilton,0,Hilton Worldwide,Hampton Inn Mt. Vernon,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1560 Venture Dr,Mount Vernon,OH,43050-3938,2025,,07/03/2025,Monthly & Daily,,,,Small Metro/Town,Hotel,No,No,Interior,4,,,07/07/2009,39083C0189D,39083C,0189D,No,100-year and 500-year Floodplain,Upper Midscale,40.399649,-82.439719
109,TownePlace Suites,Extended Stay,Marriott International,TownePlace Suites Ironton,Ohio Area,Ohio South Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,802 Washington St,Ironton,OH,45638-1747,2021,,06/29/2021,Monthly,,,,Small Metro/Town,Hotel,No,Yes,Interior,5,,,09/26/2014,21089C0216D,39087C,0216D,No,500-year Floodplain,Upper Midscale,38.535775,-82.678304
72,Holiday Inn Express,0,IHG Hotels & Resorts,Holiday Inn Express & Suites Millersburg,Ohio Area,Ohio North Area,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,1005 S Washington St,Millersburg,OH,44654,2018,,09/28/2018,Monthly,1,351,351,Small Metro/Town,Hotel,No,No,Interior,4,67,0.930555556,12/02/2008,39075C0191D,39075C,0191D,No,100-year and 500-year Floodplain,Upper Midscale,40.542492,-81.915997
16,,,,Wooster Inn,Ohio Area,Ohio North Area,Upper Midscale,Independent,Independent,Existing,Open,,,,,801 E Wayne Ave,Wooster,OH,44691,1959,,06/01/1959,,3,2000,700,Small Metro/Town,Hotel,No,No,Interior,3,,,08/18/2009,39169C0208E,39169C,0208E,No,100-year and 500-year Floodplain,Upper Midscale,40.813767,-81.929217
48,TownePlace Suites,Extended Stay,Marriott International,TownePlace Suites Canfield,Ohio Area,Youngstown/Warren,Upper Midscale,Upper Midscale,Franchise,Existing,Open,,,,,4100 Westford Pl,Canfield,OH,44406,2023,,11/01/2023,Monthly,1,570,570,Suburban,Hotel,No,Yes,Interior,4,,,,,,,No,,Upper Midscale,41.022334,-80.726287
87,Staybridge Suites,Extended Stay,IHG Hotels & Resorts,Staybridge Suites Columbus-Airport,Columbus,Columbus Airport Area,Upscale,Upscale,Franchise,Existing,Open,,,,,2890 Airport Dr,Columbus,OH,43219,2001,2014,03/20/2001,Monthly,1,400,100,Airport,Hotel,No,Yes,Interior,3,96,1.103448276,06/17/2008,39049C0193K,39049C,0193K,No,100-year and 500-year Floodplain,Upscale,39.999415,-82.93272
150,Courtyard,0,Marriott International,Courtyard Columbus Airport,Columbus,Columbus Airport Area,Upscale,Upscale,Franchise,Existing,Open,,,,,2901 Airport Dr,Columbus,OH,43219,1997,2021,10/31/1997,Monthly,2,1266,825,Airport,Hotel,No,No,Interior,3,137,0.913333333,06/17/2008,39049C0331K,39049C,0331K,No,100-year and 500-year Floodplain,Upscale,39.998987,-82.931476
404,DoubleTree by Hilton,0,Hilton Worldwide,DoubleTree by Hilton Hotel Cleveland East Beachwood,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Permanently Closed,,,,,3663 Park East Dr,Beachwood,OH,44122-4315,1977,,11/01/1977,,15,16903,2596,Suburban,Hotel,No,No,Interior,7,708,1.752475248,12/03/2010,39035C0228E,39035C,0228E,No,100-year and 500-year Floodplain,Upscale,41.461724,-81.493952
117,DoubleTree by Hilton,0,Hilton Worldwide,DoubleTree by Hilton Hotel Newark,Columbus,Columbus Rural Areas,Upscale,Upscale,Franchise,Existing,Open,,,,,50 N 2nd St,Newark,OH,43055,1975,2014,06/01/1975,Monthly & Daily,3,6208,4056,Suburban,Hotel,No,No,Interior,6,80,0.683760684,05/02/2007,39089C0342H,39089C,0342H,No,100-year and 500-year Floodplain,Upscale,40.060038,-82.401033
126,Courtyard,0,Marriott International,Courtyard By Marriott Cincinnati Downtown,"Cincinnati, OH",Cincinnati CBD/Riverfront,Upscale,Upscale,Franchise,Existing,Open,,,,,6 E 4th St,Cincinnati,OH,45202-3719,1971,,07/02/2021,Monthly,,,,Urban,Hotel,No,No,Interior,15,,,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Upscale,39.100202,-84.512529
134,Residence Inn,Extended Stay,Marriott International,Residence Inn Cincinnati Downtown The Phelps,"Cincinnati, OH",Cincinnati CBD/Riverfront,Upscale,Upscale,Franchise,Existing,Open,,,,,506 E 4th St,Cincinnati,OH,45202,1926,2011,03/18/2011,Monthly,2,1157,580,Urban,Hotel,No,Yes,Interior,11,,,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Upscale,39.101675,-84.504518
100,,,,Dayton Vitality Hotel,"Dayton/Springfield, OH",Dayton South,Upscale,Independent,Independent,Existing,Open,,,,,33 E 5th St,Dayton,OH,45402,1976,2025,06/01/1976,Monthly & Daily,7,11388,6272,Urban,Hotel,No,No,Interior,14,,,01/06/2005,39113C0164E,39113C,0164E,No,100-year and 500-year Floodplain,Upscale,39.757409,-84.1899
189,Drury Plaza Hotel,0,Drury Development Corporation,Drury Plaza Hotel Cleveland Downtown,"Cleveland, OH",Cleveland CBD/Independence,Upscale,Upscale,Chain Management,Existing,Open,,,,,1380 E 6th St,Cleveland,OH,44114-1667,2016,,05/01/2016,Monthly,3,3960,2458,Urban,Hotel,No,No,Interior,6,,,08/15/2019,39035C0064F,39035C,0064F,No,100-year and 500-year Floodplain,Upscale,41.502206,-81.692022
150,aloft Hotel,0,Marriott International,aloft Cleveland Downtown,"Cleveland, OH",Cleveland CBD/Independence,Upscale,Upscale,Franchise,Existing,Open,,,,,1111 W 10th St,Cleveland,OH,44113,2013,,06/10/2013,Monthly,4,4224,3432,Urban,Hotel,No,No,Interior,6,50,0.333333333,08/15/2019,39035C0064F,39035C,0064F,No,100-year and 500-year Floodplain,Upscale,41.500499,-81.704317
93,Hilton Garden Inn,0,Hilton Worldwide,Hilton Garden Inn Dayton Downtown,"Dayton/Springfield, OH",Dayton South,Upscale,Upscale,Franchise,Existing,Open,,,,,18 W Third St,Dayton,OH,45402,2025,,05/19/2025,Monthly & Daily,6,1499,560,Urban,Hotel,No,No,Interior,5,482,5.182795699,01/06/2005,39113C0164E,39113C,0164E,No,100-year and 500-year Floodplain,Upscale,39.758697,-84.196459
175,Residence Inn,Extended Stay,Marriott International,Residence Inn Cleveland University Circle/Medical Center,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,1914 E 101st St,Cleveland,OH,44106,2019,,06/01/2019,Monthly,1,575,575,Urban,Hotel,No,Yes,Interior,8,14,0.08,12/03/2010,39035C0088E,39035C,0088E,No,100-year and 500-year Floodplain,Upscale,41.50607,-81.617139
372,Wyndham,0,Wyndham Hotels & Resorts,Wyndham Cleveland Airport,"Cleveland, OH",Cleveland Airport/Westlake,Upscale,Upscale,Franchise,Existing,Open,,,,,4277 W 150th St,Cleveland,OH,44135,1970,2016,11/01/1970,Monthly,15,14500,4900,Airport,Hotel,No,No,Interior,9,522,1.403225806,12/03/2010,39035C0158E,39035C,0158E,No,100-year and 500-year Floodplain,Upscale,41.43802,-81.80028
152,Hyatt House,Extended Stay,Hyatt Corporation,Hyatt House Columbus OSU / Short – North,Columbus,Columbus Ohio State University,Upscale,Upscale,Franchise,Existing,Open,,,,,633 W 5th Ave,Columbus,OH,43201,2020,,07/28/2021,Monthly & Daily,3,1830,964,Urban,Hotel,No,No,Interior,5,125,0.822368421,06/17/2008,39049C0307K,39049C,0307K,No,100-year and 500-year Floodplain,Upscale,39.987242,-83.022651
85,Homewood Suites by Hilton,Extended Stay,Hilton Worldwide,Homewood Suites by Hilton Columbus/Airport,Columbus,Columbus Airport Area,Upscale,Upscale,Franchise,Existing,Open,,,,,2880 Airport Dr,Columbus,OH,43219,2000,,04/01/2001,Monthly & Daily,1,900,900,Airport,Hotel,No,Yes,Interior,4,78,0.917647059,06/17/2008,39049C0331K,39049C,0331K,No,100-year and 500-year Floodplain,Upscale,39.99932,-82.932798
80,Residence Inn,Extended Stay,Marriott International,Residence Inn Akron South/Green,Ohio Area,Akron,Upscale,Upscale,Franchise,Existing,Open,,,,,897 Arlington Ridge Rd E,Akron,OH,44312,2014,,06/01/2014,Monthly,1,514,514,Interstate,Hotel,No,Yes,Interior,4,98,1.225,08/18/2009,39133C0325D,39153C,0325D,No,100-year and 500-year Floodplain,Upscale,41.083064,-81.518485
108,Residence Inn,Extended Stay,Marriott International,Residence Inn Toledo Maumee,Ohio Area,Toledo,Upscale,Upscale,Franchise,Existing,Open,,,,,1370 Arrowhead Dr,Maumee,OH,43537-1728,2008,,06/01/2008,Monthly,1,564,564,Suburban,Hotel,No,Yes,Interior,4,128,1.185185185,09/02/2011,39173C0010D,39095C,0010D,No,100-year and 500-year Floodplain,Upscale,41.562829,-83.653824
120,SpringHill Suites,,Marriott International,SpringHill Suites Cleveland Solon,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,30100 Aurora Rd,Solon,OH,44139,2003,2005,12/01/2003,Monthly,1,650,650,Suburban,Hotel,No,Yes,Interior,3,180,1.5,12/03/2010,39035C0239E,39035C,0239E,Yes,100-year Floodplain,Upscale,41.395773,-81.466486
111,Residence Inn,Extended Stay,Marriott International,Residence Inn Dayton Miamisburg,"Dayton/Springfield, OH",Dayton South,Upscale,Upscale,Franchise,Existing,Open,,,,,255 Automation Way,Miamisburg,OH,45342-7519,2025,,03/31/2025,Monthly,1,500,500,Suburban,Hotel,No,Yes,Interior,4,,,01/06/2005,39113C0244E,39113C,0244E,No,100-year and 500-year Floodplain,Upscale,39.598427,-84.243449
116,Residence Inn,Extended Stay,Marriott International,Residence Inn Cleveland Airport Middleburg Heights,"Cleveland, OH",Cleveland Airport/Westlake,Upscale,Upscale,Franchise,Existing,Open,,,,,19149 Bagley Rd,Middleburg Heights,OH,44130-3311,2019,,04/01/2019,Monthly,1,504,504,Suburban,Hotel,No,Yes,Interior,4,87,0.75,12/03/2010,39035C0277E,39035C,0277E,No,100-year and 500-year Floodplain,Upscale,41.37211,-81.836363
73,,,,South Beach Resort Hotel,Ohio Area,Sandusky/Port Clinton,Upscale,Independent,Independent,Existing,Open,,,,,8620 E Bayshore Rd,Marblehead,OH,43440,2002,,05/01/2002,,,,,Small Metro/Town,Hotel,No,No,Interior,4,,,12/01/2022,39123C0170D,39123C,0170D,Yes,100-year Floodplain,Upscale,41.504364,-82.768693
128,Hilton Garden Inn,0,Hilton Worldwide,Hilton Garden Inn Cleveland East/Mayfield Village,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,700 Beta Dr,Cleveland,OH,44143-2376,1970,2009,01/30/2009,Monthly & Daily,9,8284,2516,Suburban,Hotel,No,No,Interior,4,181,1.4140625,12/03/2010,39035C0112E,39035C,0112E,No,100-year and 500-year Floodplain,Upscale,41.584646,-81.470325
145,SpringHill Suites,,Marriott International,SpringHill Suites Columbus Dublin,Columbus,Dublin/I-270 West,Upscale,Upscale,Franchise,Existing,Open,,,,,4475 Bridge Park Ave,Dublin,OH,43017,2021,,02/04/2021,Monthly,1,840,840,Suburban,Hotel,No,Yes,Interior,6,,,06/17/2008,39049C0151K,39049C,0151K,No,100-year and 500-year Floodplain,Upscale,40.102282,-83.108124
101,Courtyard,0,Marriott International,Courtyard Akron Stow,Ohio Area,Akron,Upscale,Upscale,Franchise,Existing,Open,,,,,4047 Bridgewater Pky,Stow,OH,44224,2005,,10/01/2005,Monthly,2,1299,790,Suburban,Hotel,No,No,Interior,4,113,1.118811881,04/19/2016,39153C0136F,39153C,0136F,Yes,100-year Floodplain,Upscale,41.177506,-81.480208
136,aloft Hotel,0,Marriott International,aloft Columbus Easton,Columbus,Columbus Airport Area,Upscale,Upscale,Franchise,Existing,Open,,,,,4176 Brighton Rose Way,Columbus,OH,43219,2021,,03/30/2021,Monthly,1,505,505,Suburban,Hotel,No,No,Interior,5,67,0.492647059,06/17/2008,39049C0191K,39049C,0191K,No,100-year and 500-year Floodplain,Upscale,40.046547,-82.911663
66,Residence Inn,Extended Stay,Marriott International,Residence Inn Canton,Ohio Area,Ohio North Area,Upscale,Upscale,Franchise,Existing,Open,,,,,5280 Broadmoor Cir NW,Canton,OH,44709,1995,2012,09/01/1995,Monthly,0,0,0,Suburban,Hotel,No,Yes,Interior,3,74,1.121212121,09/29/2011,39151C0206E,39151C,0206E,No,100-year and 500-year Floodplain,Upscale,40.85688,-81.41626
117,voco,,IHG Hotels & Resorts,voco The Clair Cincinnati Downtown,"Cincinnati, OH",Cincinnati CBD/Riverfront,Upscale,Upscale,Franchise,Existing,Open,,,,,701 Broadway St,Cincinnati,OH,45202,2016,2024,12/01/2016,Monthly,1,2800,2800,Urban,Hotel,No,No,Interior,6,,,03/03/2014,21037C0007E,39061C,0007E,No,100-year and 500-year Floodplain,Upscale,39.104803,-84.507323
104,Courtyard,0,Marriott International,Courtyard Columbus Grove City,Columbus,Columbus Rural Areas,Upscale,Upscale,Franchise,Existing,Open,,,,,1668 Buckeye Pl,Grove City,OH,43123,2017,,07/31/2017,Monthly,1,1651,1651,Suburban,Hotel,No,No,Interior,4,106,1.019230769,06/17/2008,39049C0318K,39049C,0318K,No,100-year and 500-year Floodplain,Upscale,39.876298,-83.047749
68,,,,Burr Oak Lodge & Conference Center,Ohio Area,Ohio South Area,Upscale,Independent,Independent,Existing,Open,,,,,10660 Burr Oak Lodge Rd,Glouster,OH,45732,1968,2021,06/01/1968,,4,4152,2352,Small Metro/Town,Hotel,No,No,Interior,2,165,2.426470588,09/19/2012,39115C0250D,39115C,0250D,Yes,100-year Floodplain,Upscale,39.532263,-82.030639
240,Hilton Garden Inn,0,Hilton Worldwide,Hilton Garden Inn Cleveland Downtown,"Cleveland, OH",Cleveland CBD/Independence,Upscale,Upscale,Franchise,Existing,Open,,,,,1100 Carnegie Ave,Cleveland,OH,44115,2002,2023,03/01/2002,Monthly & Daily,10,16108,5500,Urban,Hotel,No,No,Interior,11,200,0.833333333,,,,,No,,Upscale,41.496539,-81.680926
157,DoubleTree by Hilton,0,Hilton Worldwide,The Tudor Arms Hotel Cleveland - a DoubleTree by Hilton,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,10660 Carnegie Ave,Cleveland,OH,44106,1933,2011,08/03/2011,Monthly & Daily,2,7360,3772,Urban,Hotel,No,No,Interior,11,137,0.872611465,12/03/2010,39035C0088E,39035C,0088E,No,100-year and 500-year Floodplain,Upscale,41.50073,-81.612972
135,Hyatt Place,,Hyatt Corporation,Hyatt Place Cleveland Lyndhurst Legacy Village,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,24665 Cedar Rd,Lyndhurst,OH,44124,2016,,06/01/2016,Monthly & Daily,3,1800,1131,Suburban,Hotel,No,Yes,Interior,6,,,12/03/2010,39035C0094E,39035C,0094E,No,100-year and 500-year Floodplain,Upscale,41.504122,-81.501917
125,Homewood Suites by Hilton,Extended Stay,Hilton Worldwide,Homewood Suites by Hilton Cleveland Beachwood,"Cleveland, OH",Willoughby/Beachwood,Upscale,Upscale,Franchise,Existing,Open,,,,,25725 Central Parkway,Beachwood,OH,44122,2008,,05/01/2008,Monthly & Daily,1,696,696,Suburban,Hotel,No,Yes,Interior,6,119,0.952,,,,,No,,Upscale,41.46813,-81.493636
108,aloft Hotel,0,Marriott International,aloft Cincinnati West Chester,"Cincinnati, OH",Sharonville/Blue Ash,Upscale,Upscale,Franchise,Existing,Open,,,,,9183 Centre Pointe Dr,West Chester,OH,45069,2019,,10/01/2019,Monthly,1,180,180,Suburban,Hotel,No,No,Interior,5,99,0.916666667,10/19/2018,39017C0333F,39017C,0333F,No,100-year and 500-year Floodplain,Upscale,39.326118,-84.426465
92,Staybridge Suites,Extended Stay,IHG Hotels & Resorts,Staybridge Suites Cincinnati East - Milford,"Cincinnati, OH",Cincinnati Northeast,Upscale,Upscale,Franchise,Existing,Open,,,,,401 Chamber Dr,Milford,OH,45150,2022,,08/11/2022,Monthly,,,,Suburban,Hotel,No,Yes,Exterior,4,,,03/16/2006,39025C0117G,39025C,0117G,Yes,100-year Floodplain,Upscale,39.157868,-84.276578
76,Homewood Suites by Hilton,Extended Stay,Hilton Worldwide,Homewood Suites by Hilton Cincinnati Milford,"Cincinnati, OH",Cincinnati Northeast,Upscale,Upscale,Franchise,Existing,Open,,,,,600 Chamber Dr,Milford,OH,45150,2005,,08/01/2005,Monthly & Daily,3,1188,756,Suburban,Hotel,No,Yes,Interior,4,80,1.052631579,03/16/2006,39025C0117G,39025C,0117G,No,100-year and 500-year Floodplain,Upscale,39.158823,-84.272701
124,SpringHill Suites,,Marriott International,SpringHill Suites Cincinnati North/Forest Park,"Cincinnati, OH",Cincinnati Northwest,Upscale,Upscale,Franchise,Existing,Open,,,,,12001 Chase Plaza Dr,Cincinnati,OH,45240,1992,2009,06/01/1992,Monthly,1,780,780,Suburban,Hotel,No,Yes,Interior,6,136,1.096774194,10/19/2018,39017C0317F,39061C,0317F,No,100-year and 500-year Floodplain,Upscale,39.297709,-84.526635
230,Delta Hotel,,Marriott International,Delta Hotels Marriott Cincinnati Sharonville,"Cincinnati, OH",Sharonville/Blue Ash,Upscale,Upscale,Franchise,Existing,Open,,,,,11320 Chester Rd,Cincinnati,OH,45246-4003,1970,2015,06/01/1970,Monthly,6,17405,8320,Suburban,Hotel,No,No,Interior,15,900,3.913043478,02/17/2010,39061C0089E,39061C,0089E,No,100-year and 500-year Floodplain,Upscale,39.279644,-84.442676
125,Hyatt Place,,Hyatt Corporation,Hyatt Place Cincinnati / Sharonville Convention Center,"Cincinnati, OH",Sharonville/Blue Ash,Upscale,Upscale,Franchise,Existing,Open,,,,,11345 Chester Rd,Cincinnati,OH,45246-4002,2017,,06/23/2017,Monthly & Daily,3,2307,2307,Suburban,Hotel,No,No,Interior,6,215,1.72,02/17/2010,39061C0089E,39061C,0089E,No,100-year and 500-year Floodplain,Upscale,39.279458,-84.444054
90,Staybridge Suites,Extended Stay,IHG Hotels & Resorts,Staybridge Suites Toledo - Rossford - Perrysburg,Ohio Area,Toledo,Upscale,Upscale,Franchise,Existing,Open,,,,,9749 Clark Dr,Rossford,OH,43460,2016,,09/01/2016,Monthly,1,1173,1173,Suburban,Hotel,No,Yes,Interior,4,95,1.055555556,09/02/2011,39173C0029D,39173C,0029D,No,100-year and 500-year Floodplain,Upscale,41.56582,-83.578794
121,Courtyard,0,Marriott International,Courtyard Toledo Rossford Perrysburg,Ohio Area,Toledo,Upscale,Upscale,Chain Management,Existing,Open,,,,,9789 Clark Dr,Rossford,OH,43460,1997,,09/01/1997,Monthly,1,640,640,Suburban,Hotel,No,No,Interior,3,134,1.107438017,09/02/2011,39173C0029D,39173C,0029D,No,100-year and 500-year Floodplain,Upscale,41.56582,-83.578794
50,,,,Perry Holiday Hotel,Ohio Area,Sandusky/Port Clinton,Upscale,Independent,Independent,Existing,Open,,,,,99 Concord Ave,Put-in- Bay,OH,43456,1987,,12/01/1987,,3,1242,1242,Small Metro/Town,Hotel,No,No,Exterior,2,,,12/01/2022,39123C0014D,39123C,0014D,No,100-year and 500-year Floodplain,Upscale,41.648793,-82.818653
96,Homewood Suites by Hilton,Extended Stay,Hilton Worldwide,Homewood Suites by Hilton Dayton South Dayton,"Dayton/Springfield, OH",Dayton South,Upscale,Upscale,Franchise,Existing,Open,,,,,3100 Contemporary Ln,Miamisburg,OH,45342,1987,1999,01/01/1999,Monthly & Daily,1,575,575,Suburban,Hotel,No,Yes,Interior,5,100,1.041666667,01/06/2005,39113C0265E,39113C,0265E,No,100-year and 500-year Floodplain,Upscale,39.642836,-84.286608
122,Hilton Garden Inn,0,Hilton Worldwide,Hilton Garden Inn Cincinnati Blue Ash,"Cincinnati, OH",Sharonville/Blue Ash,Upscale,Upscale,Franchise,Existing,Open,,,,,5300 Cornell Rd,Cincinnati,OH,45242-2002,1985,2006,06/01/2008,Monthly & Daily,4,2844,2220,Suburban,Hotel,No,No,Interior,5,150,1.229508197,04/23/2025,39165C0215F,39061C,0215F,No,100-year and 500-year Floodplain,Upscale,39.101454,-84.51246
121,Courtyard,0,Marriott International,Courtyard Cleveland Airport North,"Cleveland, OH",Cleveland Airport/Westlake,Upscale,Upscale,Chain Management,Existing,Open,,,,,24901 Country Club Blvd,North Olmsted,OH,44070,1997,2014,09/01/1997,Monthly,3,975,675,Airport,Hotel,No,No,Interior,3,101,0.834710744,12/03/2010,39035C0142E,39035C,0142E,No,100-year and 500-year Floodplain,Upscale,41.415044,-81.89858
62,Ascend Collection,,"Choice Hotels International, Inc.","The Wallhouse Hotel, Ascend Hotel Collection",Ohio Area,Ohio North Area,Upscale,Upscale,Franchise,Existing,Open,,,,,2870 Cove Ln,Walnut Creek,OH,44687,2013,,07/01/2013,Monthly,2,1920,1400,Small Metro/Town,Hotel,No,No,Interior,5,80,1.290322581,12/02/2008,39075C0250D,39075C,0250D,No,100-year and 500-year Floodplain,Upscale,40.54063,-81.726186
100,SpringHill Suites,,Marriott International,SpringHill Suites Cincinnati Blue Ash,"Cincinnati, OH",Sharonville/Blue Ash,Upscale,Upscale,Franchise,Existing,Open,,,,,4650 Creek Rd,Blue Ash,OH,45242-2806,2017,,07/02/2017,Monthly,1,806,806,Suburban,Hotel,No,Yes,Interior,5,100,1,02/17/2010,39061C0094E,39061C,0094E,No,100-year and 500-year Floodplain,Upscale,39.258655,-84.378925
154,Courtyard,0,Marriott International,Courtyard Cleveland Independence,"Cleveland, OH",Cleveland CBD/Independence,Upscale,Upscale,Chain Management,Existing,Open,,,,,5051 W Creek Rd,Independence,OH,44131,1997,,05/01/1998,Monthly,3,1584,758,Suburban,Hotel,No,No,Interior,5,161,1.045454545,12/03/2010,39035C0194E,39035C,0194E,No,100-year and 500-year Floodplain,Upscale,41.403079,-81.6534
